,name,rating
175,"
Kilbeggan 21 Year
","
95
"
176,"
Stolichnaya Elit
","
95
"
177,"
ESP NOHO Gin
","
95
"
178,"
Mount Gay 1703 Master Select Rum
","
95
"
179,"
Don Q Signature Release Single Barrel 2005
","
95
"
180,"
Don Q Signature Release Single Barrel 2005
","
95
"
181,"
Colonel E.H. Taylor, Jr. Four Grain Bottled-in-Bond
","
95
"
182,"
Patrón Cask Collection Sherry Añejo 
","
95
"
183,"
Mezcales de Leyenda Puebla
","
95
"
184,"
Cognac Park XO Extra
","
95
"
185,"
Drouet Hors d'Age Paradis de Famille
","
95
"
186,"
Glenkinchie 24 Year 1991 (2016 Special Release)
","
95
"
187,"
Old Potrero Hotaling's Single Malt Rye 16 Year
","
95
"
188,"
Alberta Premium 30 Year
","
95
"
189,"
Boldt Genever-Style Gin
","
95
"
190,"
Leopold's Navy Strength American Gin
","
95
"
191,"
Leopold's Navy Strength American Gin
","
95
"
192,"
Nolet's Silver Gin
","
95
"
193,"
Plymouth Navy Strength Gin
","
95
"
194,"
Rutte Celery Gin
","
95
"
195,"
Portobello Road No. 171 Gin
","
95
"
196,"
Eden Mill Sea Buckthorn Original Gin
","
95
"
197,"
Clairin Sajous Rhum Blanc
","
95
"
198,"
Distillery No. 209 Cabernet Sauvignon Barrel Reserve Gin
","
95
"
199,"
Ransom Old Tom Gin
","
95
"
200,"
Lagavulin 25 Year
","
95
"
201,"
The Glenlivet Single Cask: Pullman Water Level Route 
","
95
"
202,"
The Glenlivet Single Cask: Pullman Water Level Route 
","
95
"
203,"
Lagavulin Jazz Festival 2015
","
95
"
204,"
J.P. Wiser's Last Barrels
","
95
"
205,"
Knob Creek Limited Edition 2001
","
95
"
206,"
Chairman's Reserve The Forgotten Casks Rum
","
95
"
207,"
Delord Armagnac 25 Year
","
95
"
208,"
123 Organic Extra Añejo Diablito Tequila 
","
95
"
209,"
Forty Creek John's Private Cask No. 1
","
95
"
210,"
Del Maguey Pechuga Mezcal
","
95
"
211,"
Wahaka Mezcal Tobalá
","
95
"
212,"
Wahaka Mezcal Joven Madre Cuishe
","
95
"
213,"
Wahaka Mezcal Joven Madre Cuishe
","
95
"
214,"
Glenfiddich Rare Collection Vintage 1978 Cask #28121
","
95
"
215,"
Don Pilar Extra Añejo Tequila
","
95
"
216,"
Guillon-Painturaud Renaissance Grande Champagne Cognac
","
95
"
217,"
Mezan Panama Rum 1999
","
95
"
218,"
Clément XO Rhum Agricole
","
95
"
219,"
Appleton Estate 21 Year Rum
","
95
"
220,"
Novo Fogo Tanager Cachaça
","
95
"
221,"
Château de Ravignan Bas-Armagnac 1985
","
95
"
222,"
Clear Creek Pinot Noir Grappa
","
95
"
223,"
Fuenteseca Reserva Extra Añejo Tequila 21 Años 
","
95
"
224,"
Fuenteseca Reserva Extra Añejo Tequila 21 Años 
","
95
"
225,"
Mezcal Vago Tobalá 
","
95
"
226,"
Don Julio Añejo Tequila
","
95
"
227,"
Dulce Vida Añejo 100 Proof Tequila
","
95
"
228,"
Espíritu Lauro Añejo Mezcal
","
95
"
229,"
t1 Tequila Blanco Ultra Fino 
","
95
"
230,"
Gran Centenario Plata Tequila
","
95
"
231,"
Tequila Ocho Reposado ""Las Pomez"" 2009
","
95
"
232,"
Siembra Azul 10th Anniversary Reposado Tequila
","
95
"
233,"
Caol Ila 30 Year (2014 Special Release)
","
95
"
234,"
Benromach Organic 
","
95
"
235,"
Benromach Organic 
","
95
"
236,"
Bruichladdich Black Art 1990 04.1 Edition 23 Year
","
95
"
237,"
Belle Meade Cask Strength Single Barrel Bourbon 9 Year
","
95
"
238,"
Wild Turkey Master's Keep 17 Year Bourbon
","
95
"
239,"
Russell's Reserve Single Barrel Bourbon
","
95
"
240,"
The Macallan No. 6 in Lalique
","
95
"
241,"
Highland Park Freya
","
95
"
242,"
Colonel E.H. Taylor, Jr. Cured Oak Bottled in Bond Bourbon
","
95
"
243,"
Deanston 18 Year Cognac Cask 
","
95
"
244,"
Edradour Straight From The Cask Port Wood Finish 12 Year
","
95
"
245,"
Arran The Devil's Punch Bowl Chapter III The Fiendish Finale
","
95
"
246,"
Arran The Devil's Punch Bowl Chapter III The Fiendish Finale
","
95
"
247,"
Laphroaig 25 Year 
","
95
"
248,"
Glengoyne 15 Year
","
95
"
249,"
Laphroaig Cairdeas 2014 Amontillado Cask Edition
","
95
"
250,"
Jim Beam Signature Craft 12 Year Bourbon
","
95
"
251,"
Eagle Rare 17 Year Bourbon (Fall 2013)
","
95
"
252,"
Lark Single Malt Single Cask
","
95
"
253,"
Lark Single Malt Cask Strength
","
95
"
254,"
Hakushu 25 Year
","
95
"
255,"
Johnnie Walker Green Label 15 Year
","
95
"
256,"
Bruichladdich 1988 / 30: The Untouchable
","
94
"
257,"
Bruichladdich 1988 / 30: The Untouchable
","
94
"
258,"
Eagle Rare 17 Year Bourbon (Fall 2019)
","
94
"
259,"
Ardbeg Traigh Bhan 19 Year 2019 Edition
","
94
"
260,"
Próspero Blanco Tequila
","
94
"
261,"
Lo-Fi Aperitifs Gentian Amaro
","
94
"
262,"
Michter's 10 Year Single Barrel Kentucky Straight Rye (2019 Release)
","
94
"
263,"
Glen Grant 1948 Private Collection (Gordon & Macphail)
","
94
"
264,"
Plantation Extrême No. 3 Jamaica ITP 1996
","
94
"
265,"
St. Germain Elderflower Liqueur 
","
94
"
266,"
Laphroaig 28 Year
","
94
"
267,"
Lot No. 40 11 Year Cask Strength
","
94
"
268,"
Lot No. 40 11 Year Cask Strength
","
94
"
269,"
Eagle Rare 17 Year Bourbon (Fall 2018)
","
94
"
270,"
Tequila El Mayor Single Estate Los Lobos Plantation Blanco
","
94
"
271,"
Wyoming Whiskey Barrel Strength Bourbon (Barrel #3242)
","
94
"
272,"
Ketel One Botanical Grapefruit & Rose
","
94
"
273,"
King of Kentucky 14 Year Kentucky Straight Bourbon (2018 Release)
","
94
"
274,"
Don Amado Pechuga Mezcal
","
94
"
275,"
Don Amado Arroqueño Mezcal
","
94
"
276,"
Compass Box Hedonism, The Muse
","
94
"
277,"
Booker's Bourbon Batch 2017-04 Sip Awhile
","
94
"
278,"
The Balvenie Tun 1509 Batch 4
","
94
"
279,"
The Balvenie Tun 1509 Batch 4
","
94
"
280,"
Loch Lomond 50 Year
","
94
"
281,"
Gooderham & Worts Three Grain Little Trinity 17 Year
","
94
"
282,"
Nikka Coffey Vodka
","
94
"
283,"
George T. Stagg Bourbon (Fall 2017)
","
94
"
284,"
Absolut Vodka
","
94
"
285,"
Old Forester Birthday Bourbon 2017
","
94
"
286,"
Port Ellen 37 Year (2017 Special Release)
","
94
"
287,"
Sotol Coyote Blanco Chihuahua
","
94
"
288,"
Benromach 1974 Heritage Single Cask #1583
","
94
"
289,"
Stolichnaya Vodka
","
94
"
290,"
Stolichnaya Vodka
","
94
"
291,"
Foursquare Criterion
","
94
"
292,"
Craigellachie 31 Year 
","
94
"
293,"
Laphroaig Cairdeas 2017 Cask Strength Quarter Cask Edition
","
94
"
294,"
J.P. Wiser's Dissertation
","
94
"
295,"
Compass Box Rivals
","
94
"
296,"
Four Roses Limited Edition 50th Anniversary Small Batch Bourbon (2017)
","
94
"
297,"
Booker's Bourbon Batch 2017-01 ""Tommy's Batch""
","
94
"
298,"
Johnnie Walker 18 Year
","
94
"
299,"
anCnoc 35 Year 
","
94
"
300,"
WhistlePig The Boss Hog III: The Independent
","
94
"
301,"
WhistlePig The Boss Hog III: The Independent
","
94
"
302,"
Hamilton Saint Lucian Pot Still Rum 2006
","
94
"
303,"
Bruichladdich Black Art 1992 05.1 Edition 24 Year
","
94
"
304,"
4 Copas Tequila Añejo
","
94
"
305,"
Cognac Park XO Cigar Blend
","
94
"
306,"
Privateer Navy Yard Rum
","
94
"
307,"
Caol Ila 15 Year 2000 (2016 Special Release)
","
94
"
308,"
Cambus 40 Year 1975 (2016 Special Release)
","
94
"
309,"
Belle Meade Bourbon Madeira Cask Finish
","
94
"
310,"
La Mauny V.S.O.P.
","
94
"
311,"
Filliers 15 Year Oude Graanjenever
","
94
"
312,"
Filliers 15 Year Oude Graanjenever
","
94
"
313,"
Hammer & Son Old English Gin
","
94
"
314,"
Sipsmith VJOP London Dry Gin
","
94
"
315,"
Opihr Oriental Spiced Gin
","
94
"
316,"
Old Forester Birthday Bourbon 2016
","
94
"
317,"
Eagle Rare 17 Year Bourbon (Fall 2016)
","
94
"
318,"
Augier L'Océanique Cognac
","
94
"
319,"
Kavalan Solist PX Sherry Single Cask Strength
","
94
"
320,"
Hayman's Sloe Gin
","
94
"
321,"
Barr Hill Gin
","
94
"
322,"
Woody Creek Colorado Straight Rye Whiskey
","
94
"
323,"
Woody Creek Colorado Straight Rye Whiskey
","
94
"
324,"
Lost Spirits Leviathan I Single Malt 
","
94
"
325,"
Stauning Peated Whisky (5th Edition)
","
94
"
326,"
Stauning Kaos Danish Whisky 
","
94
"
327,"
Four Roses Limited Edition Bourbon Elliott’s Select (2016)
","
94
"
328,"
Ron Malecon Reserva Imperial 25 Year
","
94
"
329,"
Booker's Rye Whiskey Big Time Batch (2016 Release)
","
94
"
330,"
Lagavulin Fèis Ìle 2015
","
94
"
331,"
Lock Stock & Barrel Straight Rye Whiskey 16 Year
","
94
"
332,"
Don Pilar Reposado Tequila 
","
94
"
333,"
Teeling Distillery Exclusive 23 Year Single Malt
","
94
"
334,"
Teeling Distillery Exclusive 23 Year Single Malt
","
94
"
335,"
Forty Creek Port Wood Reserve
","
94
"
336,"
Novo Fogo Single Barrel 87 Cachaça
","
94
"
337,"
Old Forester Birthday Bourbon 2014
","
94
"
338,"
Crown Royal Noble Collection Cornerstone Blend
","
94
"
339,"
Laphroaig Lore
","
94
"
340,"
Arta Tequila Añejo
","
94
"
341,"
Royal Brackla 21 Year
","
94
"
342,"
Panamá-Pacific Rum 9-Year
","
94
"
343,"
ABK6 Extra Cognac
","
94
"
344,"
Siembra Metl Cenizo Mezcal
","
94
"
345,"
Siembra Metl Cenizo Mezcal
","
94
"
346,"
Cap Savanna Rhum Vieux 7 
","
94
"
347,"
Booker’s Bourbon Batch 2016-01 “Booker’s Bluegrass”
","
94
"
348,"
Mezcal Gracias a Dios Tobalá
","
94
"
349,"
Tequila San Matias Gran Reserva Extra Añejo 
","
94
"
350,"
Wahaka Mezcal Joven Ensamble
","
94
"
351,"
Clear Creek Reserve Apple Brandy
","
94
"
352,"
Bristol Port Morant Demerara Rum 1999
","
94
"
353,"
Liberty Call San Diego County Spiced Rum
","
94
"
354,"
Christian Drouin VSOP Calvados
","
94
"
355,"
Ilegal Mezcal Añejo
","
94
"
356,"
Ilegal Mezcal Añejo
","
94
"
357,"
F. Meyer Quetsch Eau-de-Vie
","
94
"
358,"
F. Meyer Framboise Eau-de-Vie
","
94
"
359,"
F. Meyer Kirsch Eau-de-Vie
","
94
"
360,"
Charbay Hop Flavored Whiskey Release III
","
94
"
361,"
Charbay Hop Flavored Whiskey R5 Lot No. 3
","
94
"
362,"
El Dorado 15 Year Rum
","
94
"
363,"
Capovilla Rhum Rhum PMG Rhum Blanc Agricole 56%
","
94
"
364,"
Ron Abuelo Centuria 
","
94
"
365,"
Facundo Exquisito Rum
","
94
"
366,"
Ron Diplomático Reserva Exclusiva Rum
","
94
"
367,"
Ron Diplomático Reserva Exclusiva Rum
","
94
"
368,"
Paul Beau Lignee de Samuel Cognac
","
94
"
369,"
HINE Triomphe Cognac
","
94
"
370,"
Tequila Lapis Platinum
","
94
"
371,"
Fuenteseca Reserva Extra Añejo Tequila 12 Años 
","
94
"
372,"
Avión Reserva 44 Extra Añejo
","
94
"
373,"
La Venenosa Costa Raicilla (Green Label) 
","
94
"
374,"
Don Julio Blanco Tequila
","
94
"
375,"
Bruxo No. 4 Ensamble Mezcal
","
94
"
376,"
El Jolgorio Espadín Mezcal
","
94
"
377,"
Mezcal de las Hormigas
","
94
"
378,"
Mezcal de las Hormigas
","
94
"
379,"
t1 Tequila Añejo Estelar 
","
94
"
380,"
Tequila ArteNOM Selección de 1146 Añejo 
","
94
"
381,"
Del Maguey Chichicapa Mezcal
","
94
"
382,"
Expresiones del Corazón Old Rip Van Winkle Añejo Tequila
","
94
"
383,"
Fortaleza Blanco Tequila
","
94
"
384,"
Tequila Tapatio Añejo
","
94
"
385,"
Mezcalero No. 10
","
94
"
386,"
Tequila ArteNOM Selección de 1580 Blanco
","
94
"
387,"
Säntis Malt Appenzeller Single Malt Edition Dreifaltigkeit
","
94
"
388,"
Woodford Reserve Master's Collection 1838 Style White Corn Bourbon
","
94
"
389,"
Woodford Reserve Master's Collection 1838 Style White Corn Bourbon
","
94
"
390,"
Azuñia Añejo Tequila
","
94
"
391,"
Azuñia Reposado Tequila
","
94
"
392,"
Laphroaig Cairdeas 200th Anniversary Edition 
","
94
"
393,"
Glenmorangie 1970's Collection '71
","
94
"
394,"
Glenmorangie 1970's Collection '76
","
94
"
395,"
Heartwood The Revelation Single Malt
","
94
"
396,"
Laphroaig 10 Year Cask Strength Batch 005
","
94
"
397,"
Octomore 06.1/167 Scottish Barley
","
94
"
398,"
Highland Park 21 Year
","
94
"
399,"
I.W. Harper Straight Bourbon 
","
94
"
400,"
I.W. Harper Straight Bourbon 
","
94
"
401,"
Jura 1984
","
94
"
402,"
I.W. Harper 15 Year Bourbon
","
94
"
403,"
The Balvenie Peated Cask 17 Year
","
94
"
404,"
Balblair 1999 2nd Release
","
94
"
405,"
anCnoc Vintage 1975
","
94
"
406,"
Woodford Reserve Straight Rye
","
94
"
407,"
Four Roses Limited Edition Small Batch Bourbon (2014) 
","
94
"
408,"
Yamazaki Sherry Cask 2013
","
94
"
409,"
Old Pulteney 21 Year
","
94
"
410,"
Glenfarclas 40 Year
","
94
"
411,"
Glenfarclas 40 Year
","
94
"
412,"
Lock Stock & Barrel Straight Rye Whiskey 13 Year
","
94
"
413,"
Michter's 20 Year Single Barrel Bourbon
","
94
"
414,"
Parker's Heritage Wheat Whiskey 13 Year
","
94
"
415,"
Westland Peat Week Single Cask Release #279
","
94
"
416,"
Glen Spey 21 Year
","
94
"
417,"
GlenDronach Parliament 21 Year
","
94
"
418,"
Laphroaig 10 Year Cask Strength
","
94
"
419,"
Suntory Royal
","
94
"
420,"
Hakushu Heavily Peated
","
94
"
421,"
J.P. Wiser's Legacy Canadian Whisky
","
94
"
422,"
J.P. Wiser's Legacy Canadian Whisky
","
94
"
423,"
Talisker 18 Year
","
94
"
424,"
Port Charlotte PC7 Sin An Doigh Ileach
","
94
"
425,"
Compass Box Spice Tree
","
94
"
426,"
Buchanan's Red Seal
","
94
"
427,"
Johnnie Walker Platinum
","
94
"
428,"
Laphroaig 30 Year The Ian Hunter Story Book 1
","
93
"
429,"
Stagg Jr. Barrel Proof Bourbon Batch 13
","
93
"
430,"
Pike Creek 21 Year Oloroso Cask Finish
","
93
"
431,"
Caravedo Pisco Acholado
","
93
"
432,"
Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength (2019 Edition)
","
93
"
433,"
Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength (2019 Edition)
","
93
"
434,"
Canadian Club Chronicles 42 Year 
","
93
"
435,"
Aberfeldy Exceptional Cask Series 18 Year Double Cask
","
93
"
436,"
Four Roses Limited Edition Small Batch Bourbon (2019)
","
93
"
437,"
Bruichladdich Bere Barley 2010
","
93
"
438,"
Don Julio Reposado Double Cask Lagavulin Finish
","
93
"
439,"
Clynelish 20 Year 200th Anniversary
","
93
"
440,"
Bowmore 15 Year Fèis Ìle 2019
","
93
"
441,"
Caol Ila 22 Year Fèis Ìle 2019
","
93
"
442,"
Crop Organic Cucumber Vodka
","
93
"
443,"
Forager's Keep 26 Year
","
93
"
444,"
Forager's Keep 26 Year
","
93
"
445,"
Wild Turkey Master's Keep Cornerstone Rye
","
93
"
446,"
Bulleit 12 Year Rye
","
93
"
447,"
Elijah Craig Barrel Proof Bourbon Batch A119
","
93
"
448,"
Port Charlotte MRC:01 2010
","
93
"
449,"
Mr Black Cold Brew Coffee Liqueur
","
93
"
450,"
Booker's 30th Anniversary Bourbon
","
93
"
451,"
Port Askaig 33 Year
","
93
"
452,"
Springbank 9 Year Local Barley
","
93
"
453,"
Fernet Leopold Highland Amaro
","
93
"
454,"
Luxardo Cherry ""Sangue Morlacco"" Liqueur
","
93
"
455,"
Luxardo Cherry ""Sangue Morlacco"" Liqueur
","
93
"
456,"
Craigellachie 33 Year
","
93
"
457,"
Roger Groult Calvados 12 Year 
","
93
"
458,"
Ancho Reyes Ancho Chile Liqueur
","
93
"
459,"
Aerstone Land Cask 10 Year
","
93
"
460,"
Kilbeggan Small Batch Rye
","
93
"
461,"
Grand Marnier Cuvée du Centenaire
","
93
"
462,"
Pike Creek 21 Year Finished in European Oak 
","
93
"
463,"
Sazerac Rye 18 Year (Fall 2018)
","
93
"
464,"
George T. Stagg Bourbon (Fall 2018)
","
93
"
465,"
Octomore 09.2 Dialogos
","
93
"
466,"
Octomore 09.2 Dialogos
","
93
"
467,"
Four Roses 130th Anniversary Limited Edition Small Batch Bourbon (2018)
","
93
"
468,"
Heaven Hill 27 Year Barrel Proof Kentucky Straight Bourbon
","
93
"
469,"
Laphroaig Cairdeas 2018 Fino Cask Finish
","
93
"
470,"
J.P. Wiser's Seasoned Oak
","
93
"
471,"
Abraham Bowman Sweet XVI Bourbon
","
93
"
472,"
Springbank 2004 12 Year Single Cask First-Fill Burgundy
","
93
"
473,"
Woodford Reserve Master's Collection Batch Proof 2018
","
93
"
474,"
Tyrconnell 15 Year Madeira Cask Finish
","
93
"
475,"
Sipsmith Lemon Drizzle Gin
","
93
"
476,"
El Tesoro Extra Añejo 80th Anniversary
","
93
"
477,"
El Tesoro Extra Añejo 80th Anniversary
","
93
"
